id,DataID,ClassName,datatype,uniqueid,name,latitude,longitude
24775,21988,School,SCH,SCH21988,GPS HAVELI CHAITU WALI,31.35869801,74.33310449
24776,21989,School,SCH,SCH21989,GPS JHADO,31.34535511,74.31138841
24777,21990,School,SCH,SCH21990,GPS JULKY,31.33203685,74.39397991
24778,21991,School,SCH,SCH21991,GPS KAHNA KOHNA,31.35003351,74.37356981
24779,21992,School,SCH,SCH21992,GPS KAHNA NAU NO.1,31.36626075,74.36764698
24780,21993,School,SCH,SCH21993,GPS KAHNA NAU NO.2,31.37034731,74.36888876
24781,21994,School,SCH,SCH21994,GPS KASHMIR PATTI,31.34460694,74.36244249
24782,21995,School,SCH,SCH21995,GPS MEHDI PUR,31.3254346,74.4221843
24783,21996,School,SCH,SCH21996,GPS MUHAMMADDIA GHOUSIA,31.35946039,74.3672408
24784,21997,School,SCH,SCH21997,GPS RASOOL PURA,31.35887851,74.28372678
24785,21998,School,SCH,SCH21998,GPS TOOR,31.36107529,74.30589265
24786,21999,School,SCH,SCH21999,GGES DEV KALAN LINK FEROZ PUR ROAD,31.4213406,74.415844
24787,22000,School,SCH,SCH22000,GGES GAJU MATTA,31.3897224,74.3618963
24788,22001,School,SCH,SCH22001,GGES GAWALA COLONY,31.41727746,74.32742894
24789,22002,School,SCH,SCH22002,GGES KAHNA KOHNA,31.34999885,74.37360082
24790,22003,School,SCH,SCH22003,GGES KAHNA NAU NO.2,31.36630635,74.36821125
24791,22004,School,SCH,SCH22004,GGES KHAMBA,31.43610686,74.25416356
24792,22005,School,SCH,SCH22005,GGES NANGARH,31.40169382,74.30514514
24793,22006,School,SCH,SCH22006,GGES SATTO KATLA LAHORE,31.42653007,74.27281464
24794,22007,School,SCH,SCH22007,GGPS BADHOKI,31.32060528,74.37055886
24795,22008,School,SCH,SCH22008,GGPS BASTI MOVATIAN,31.35531612,74.50692329
24796,22009,School,SCH,SCH22009,GGPS HAVELI CHATO WALI,31.36215806,74.33684886
24797,22010,School,SCH,SCH22010,GGPS HAVELI HABEEB ULLAH,31.27402872,74.42516545
24798,22011,School,SCH,SCH22011,GGPS HAVELI MORAN WALI,31.27288166,74.4185253
24799,22012,School,SCH,SCH22012,GGPS HAVELI TARKANA WALI,31.34193957,74.39540148
24800,22013,School,SCH,SCH22013,GGPS ISLAM PURA,31.37814858,74.33325754
24801,22014,School,SCH,SCH22014,GGPS JATHOL LAHORE CANTT.,31.43797397,74.40260095
24802,22015,School,SCH,SCH22015,GGPS KOT WADAWA SINGH BADIAN ROAD,31.45275441,74.42008032
24803,22016,School,SCH,SCH22016,GGPS MODEL THEH BHATTA (KACHWANA),31.36819106,74.38037809
24804,22017,School,SCH,SCH22017,GGPS TAHAYAT LAHORE CANTT,31.4307099,74.3240144
24805,22018,School,SCH,SCH22018,GGPS THEH PANJOO,31.3664816,74.3493498
24806,22019,School,SCH,SCH22019,GES DEV KALAN,31.42276919,74.41416688
24807,22020,School,SCH,SCH22020,GES DULLO KHURD,31.4052559,74.3638235
24808,22021,School,SCH,SCH22021,GPS ASLAM JUNIOR MODEL B-II TOWNSHIP,31.45576975,74.30419363
24809,22022,School,SCH,SCH22022,GPS BALHAR,31.40844519,74.39658157
24810,22023,School,SCH,SCH22023,GPS BLOCK NO. 5 SECTOR B-I TOWNSHIP,31.4575569,74.31284443
24811,22024,School,SCH,SCH22024,GPS DHELUM,31.39043022,74.37765967
24812,22025,School,SCH,SCH22025,GPS DULLO KALAN LINK FEROZPUR ROAD LAHORE,31.41147031,74.37378413
24813,22026,School,SCH,SCH22026,GPS GHANAKKAR,31.39440492,74.38983824
24814,22027,School,SCH,SCH22027,GPS ISLAM PURA,31.37820303,74.33427393
24815,22028,School,SCH,SCH22028,GPS KAMAHAN,31.44455326,74.38810118
24816,22029,School,SCH,SCH22029,GPS NANGAR,31.4020225,74.303145
24817,22030,School,SCH,SCH22030,GPS NASIB ABAD,31.35293168,74.37444521
24818,22031,School,SCH,SCH22031,GPS TIBBA KACHHA,31.3952581,74.3254888
24819,22032,School,SCH,SCH22032,GES CDG GOWALA COLONY,31.4165039,74.3278389
24820,22033,School,SCH,SCH22033,GES GENERAL HOSPITAL,31.4564111,74.3489083
24821,22034,School,SCH,SCH22034,GES RAKH CHANDRAI,31.42953515,74.32890415
24822,22035,School,SCH,SCH22035,GPS ATTARI SAROBA,31.4266964,74.3631009
24823,22036,School,SCH,SCH22036,GPS CDG FAZALIA COLONY,31.52463249,74.32683106
24824,22037,School,SCH,SCH22037,GPS CENTRAL JAIL KOT LAKHPAT LHR,31.4451153,74.3376885
24825,22038,School,SCH,SCH22038,GPS GULAB DEVI HOSPITAL,31.4837645,74.3437122
24826,22039,School,SCH,SCH22039,GPS MC MAKHDOOM ABAD CHUNGI AMERSIDHU,31.4428403,74.3451901
24827,22040,School,SCH,SCH22040,GPS MC SITARA COLONY,31.43954302,74.36593909
24828,22041,School,SCH,SCH22041,GPS PINDI RAJPUTAN,31.4697487,74.3239022
24829,22042,School,SCH,SCH22042,GPS PUBLIC ISLAMIA LIAQAT ABAD KOT LAKHPAT,31.4656644,74.3342089
24830,22043,School,SCH,SCH22043,GPS SERVICES HOSPITAL LHR,31.53873211,74.33220226
24831,22044,School,SCH,SCH22044,GPS SITARA COLONY,31.43969041,74.35947522
24832,22045,School,SCH,SCH22045,GGCMES GLOBE KEER KALAN,31.43768068,74.313936
24833,22046,School,SCH,SCH22046,GGES APWA D BLOCK I.D.2 MODEL TOWN,31.4900079,74.3193032
24834,22047,School,SCH,SCH22047,GGES BAGRIAN GREEN TOWN,31.4239201,74.2914228
24835,22048,School,SCH,SCH22048,GGES CDG PUBLIC CANAL PARK,31.52884821,74.34250781
24836,22049,School,SCH,SCH22049,GGES CDG WAFAQI COLONY,31.4786185,74.2914661
24837,22050,School,SCH,SCH22050,GGES CENRALMODEL CGE COLONY WAHDATROAD LAHORE,31.5102407,74.3063276
24838,22051,School,SCH,SCH22051,GGES DHALLA KOT LAKHPAT,31.4655493,74.3383274
24839,22052,School,SCH,SCH22052,GGES TOWNSHIP A-2,31.4545745,74.315012
24840,22053,School,SCH,SCH22053,GGPS APWA CANAL BANK WALTON LAHORE,31.4903617,74.36289151
24841,22054,School,SCH,SCH22054,GGPS AZIZIA PUNJAB SOCIETY,31.4383465,74.28306486
24842,22055,School,SCH,SCH22055,GGPS CDG SECTOR A-II TOWNSHIP,31.4539569,74.3153413
24843,22056,School,SCH,SCH22056,GGPS CDG B-1 TOWNSHIP,31.462914,74.3087005
24844,22057,School,SCH,SCH22057,GGPS CDG JEVEN HANA,31.5076129,74.3254737
24845,22058,School,SCH,SCH22058,GGPS CDG MUSLIM CHOWK GREEN TOWN,31.4344446,74.29351081
24846,22059,School,SCH,SCH22059,GGPS GHULAM GHOS WALA (AIR LINE SOCITY),31.4427024,74.2652089
24847,22060,School,SCH,SCH22060,GGPS MOCHI PURA,31.46853053,74.31459046
24848,22061,School,SCH,SCH22061,GGPS MUMTAZ NABI PURA GULBERG-III,31.525389,74.3577966
24849,22062,School,SCH,SCH22062,GGPS PINDI RAJPUTAN,31.4632706,74.3248466
24850,22063,School,SCH,SCH22063,GGPS QURBAN LINE,31.53096754,74.35888907
24851,22064,School,SCH,SCH22064,GGPS S-A MODEL BHABHARA,31.4906582,74.3403269
24852,22065,School,SCH,SCH22065,GGHS 45- CHENAB BLOCK ALLAMA IQBAL TOWN,31.51882589,74.29497957
24853,22066,School,SCH,SCH22066,GGHS 5B-1 TOWNSHIP LAHORE,31.45794197,74.3106114
24854,22067,School,SCH,SCH22067,GGHS BARKAT MARKET GARDEN TOWN LHR,31.50149999,74.31866633
24855,22068,School,SCH,SCH22068,GGHS BASHIR MEMORIAL FEROZ PUR ROAD,31.51493715,74.33056871
24856,22069,School,SCH,SCH22069,GGHS BEHARI COLONY,31.4327121,74.3036191
24857,22070,School,SCH,SCH22070,GGHS BLOCK 2 SECTOR D-1 TOWNSHIP,31.44509167,74.30866906
24858,22071,School,SCH,SCH22071,GGHS CDG A/3 KABUTAR PURA GULBERG III LAHORE,31.50532231,74.35581685
24859,22072,School,SCH,SCH22072,GGHS CDG BOSTAN COLONY QAINCHI AMER SIDHU,31.4658572,74.3428492
24860,22073,School,SCH,SCH22073,GGHS CDG GREEN TOWN,31.43543006,74.30273686
24861,22074,School,SCH,SCH22074,GGHS CDG KOT LAKHPAT PEECO ROAD,31.4649716,74.3351504
24862,22075,School,SCH,SCH22075,GGHS CDG PUBLIC MODEL BLOCK-B GULBERG-II LHR,31.52086529,74.34329353
24863,22076,School,SCH,SCH22076,GGHS CDG REHMAN PURA,31.52152112,74.31809268
24864,22077,School,SCH,SCH22077,GGHS CDG TAKIA LEHRI SHAH,31.5297836,74.3140662
24865,22078,School,SCH,SCH22078,GGHS CDG WAHDAT COLONY,31.5174155,74.3115504
24866,22079,School,SCH,SCH22079,GGHS CHANDRAI,31.4368026,74.3223772
24867,22080,School,SCH,SCH22080,GGHS DULLO KHURD,31.4056606,74.36092285
24868,22081,School,SCH,SCH22081,GGHS FAISAL TOWN LAHORE,31.4792883,74.3031853
24869,22082,School,SCH,SCH22082,GGHS GANGA ICE FACTORY GULBERG,31.52717313,74.35675973
24870,22083,School,SCH,SCH22083,GGHS GOPAL NAGAR,31.4891632,74.3435696
24871,22084,School,SCH,SCH22084,GGHS GREEN TOWN,31.43353541,74.30880954
24872,22085,School,SCH,SCH22085,GGHS HALLOKI,31.3751029,74.28652089
24873,22086,School,SCH,SCH22086,GGHS KAHNA NAU,31.36870986,74.36282035
24874,22087,School,SCH,SCH22087,GGHS KAMAHAN LAHORE CANTT,31.4466625,74.3916265
24875,22088,School,SCH,SCH22088,GGHS MC JUNIOR MODEL SITARA COLONY NO. 2 CHUNGI AMERSIDHU,31.45144779,74.3645342
24876,22089,School,SCH,SCH22089,GGHS MODEL APS MODEL TOWN,31.48430204,74.32153068
24877,22090,School,SCH,SCH22090,GGHS MODEL ASHIANA HOUSING SCHEME NO. 1 FEROZPUR ROAD,31.4264119,74.3866599
24878,22091,School,SCH,SCH22091,GGHS MODEL GULBERG,31.52680353,74.34476489
24879,22092,School,SCH,SCH22092,GGHS MODEL WAHDAT COLONY,31.5146286,74.30870947
24880,22093,School,SCH,SCH22093,GGHS MODEL WAHDAT ROAD,31.50904577,74.29987638
24881,22094,School,SCH,SCH22094,GGHS PILOT WAHDAT COLONY,31.51723266,74.30811167
24882,22095,School,SCH,SCH22095,GGHS PROGRESSIVE 752/B R-BLOCK MODEL TOWN,31.4709447,74.3314413
24883,22096,School,SCH,SCH22096,GGHS SAMSANI KHOI,31.4662582,74.2765112
24884,22097,School,SCH,SCH22097,GGHS SHADA WAL MAJA,31.45177892,74.27695957
24885,22098,School,SCH,SCH22098,GGHS SHAHAB-UD-DIN RAWAN SHAH KAMAL ROAD ICHHRA,31.5213327,74.3130226
24886,22099,School,SCH,SCH22099,GGHS SULTAN AHMED ROAD ICCHRA LAHORE,31.5304612,74.319882
24887,22100,School,SCH,SCH22100,GGHS TEHZEEB-UL-BINAT 3-B I TOWNSHIP,31.4614224,74.3136265
24888,22101,School,SCH,SCH22101,GGHS THEH PANJU KAHNA LAHORE CANTT,31.36771495,74.3466086
24889,22102,School,SCH,SCH22102,GGHS WAFAQI COLONY LAHORE,31.47695982,74.2924973
24890,22103,School,SCH,SCH22103,GGHSS CENTRAL MODEL GULBERG-III,31.51150941,74.3486225
24891,22104,School,SCH,SCH22104,GGHSS COMPREHENSIVE WAHDAT ROAD,31.50794548,74.29877581
24892,22105,School,SCH,SCH22105,GGHSS PRACTISING TOWNSHIP,31.4493034,74.3052715
24893,22106,School,SCH,SCH22106,GGHSS UMER BLOCK ALLAMA IQBAL TOWN,31.51143476,74.28481466
24894,22107,School,SCH,SCH22107,GHS AWAMI COLONY CHUNGI AMER SIDHU LAHORE,31.456984,74.3444719
24895,22108,School,SCH,SCH22108,GHS BAGRIAN GREEN TOWN,31.42241657,74.29104745
24896,22109,School,SCH,SCH22109,GHS BANDIAN WALA PUL CHUNGI AMER SIDHU,31.4484114,74.3632232
24897,22110,School,SCH,SCH22110,GHS BLOCK NO.13 TOWNSHIP,31.4602276,74.3066777
24898,22111,School,SCH,SCH22111,GHS CDG 4-D-II GREEN TOWN,31.43482551,74.31144674
24899,22112,School,SCH,SCH22112,GHS CDG AMER SIDHU,31.46896966,74.34586778
24900,22113,School,SCH,SCH22113,GHS CDG PINDI RAJPUTAN KOT LAKHPAT,31.4634184,74.3271799
24901,22114,School,SCH,SCH22114,GHS CDG REHMAN PURA,31.52158856,74.31814849
24902,22115,School,SCH,SCH22115,GHS CDG TAKIA LEHRI SHAH,31.5316001,74.3122021
24903,22116,School,SCH,SCH22116,GHS CDG TOWNSHIP,31.46250302,74.3069584
24904,22117,School,SCH,SCH22117,GHS CDG WAHDAT COLONY,31.51391888,74.30635123
24905,22118,School,SCH,SCH22118,GHS CDG WALTON AIRPORT GOPAL NAGAR,31.48916388,74.34564264
24906,22119,School,SCH,SCH22119,GHS F-BLOCK GULBERG-II LAHORE,31.52700512,74.34471955
24907,22120,School,SCH,SCH22120,GHS F.D. MODEL GARDEN TOWN,31.50207419,74.33065815
24908,22121,School,SCH,SCH22121,GHS GAJU MATTA,31.3868938,74.3593611
24909,22122,School,SCH,SCH22122,GHS GREEN TOWN,31.4321753,74.3081902
24910,22123,School,SCH,SCH22123,GHS HALLOKI,31.37035443,74.2892891
24911,22124,School,SCH,SCH22124,GHS JUNIOR MODEL MODEL TOWN LAHORE,31.48378517,74.33127925
24912,22125,School,SCH,SCH22125,GHS KACHA,31.38837397,74.32041228
24913,22126,School,SCH,SCH22126,GHS KAHNA NAU,31.3696397,74.36247996
24914,22127,School,SCH,SCH22127,GHS KAMAHAN,31.44771168,74.38205363
24915,22128,School,SCH,SCH22128,GHS KARIM BLOCK ALLAMA IQBAL TOWN,31.50448914,74.27493182
24916,22129,School,SCH,SCH22129,GHS MODEL APS MODEL TOWN,31.48644069,74.3304683
24917,22130,School,SCH,SCH22130,GHS MODEL KAHNA NAU,31.37013855,74.36340398
24918,22131,School,SCH,SCH22131,GHS N.D. ISLAMIA ICCHRA,31.53498352,74.3199724
24919,22132,School,SCH,SCH22132,GHS PAKISTAN MODEL REHMAN PURA,31.5224287,74.31806397
24920,22133,School,SCH,SCH22133,GHS PANDOKI,31.27875745,74.36087072
24921,22134,School,SCH,SCH22134,GHS SARAICH,31.3144987,74.4413004
24922,22135,School,SCH,SCH22135,GHS SECTOR D-1 TOWNSHIP,31.44464127,74.3086528
24923,22136,School,SCH,SCH22136,GHS SHAHZADA,31.35075867,74.39540684
24924,22137,School,SCH,SCH22137,GHS TOWNSHIP MAIN MARKET,31.45970229,74.31179577
24925,22138,School,SCH,SCH22138,GHSS ATTACHED WITH GCET KOT LAKHPAT,31.4467108,74.3493986
24926,22139,School,SCH,SCH22139,GHSS BEHARI COLONY MUSLIM CHOWK GREEN TOWN,31.43490472,74.29310043
24927,22140,School,SCH,SCH22140,GOVT. PILOT SECONDARY SCHOOL WAHDAT COLONY,31.5127842,74.3026736
24928,22141,School,SCH,SCH22141,GES KEER KALAN 4/D-1 GREEN TOWN,31.44245799,74.31252097
24929,22142,School,SCH,SCH22142,GES BAHARI COLONY GREEN TOWN LAHORE,31.43902015,74.30033737
24930,22143,School,SCH,SCH22143,GES CDGF AJODHIA PUR JOHAR TOWN,31.46121447,74.2940778
24931,22144,School,SCH,SCH22144,GES KHAMBA ALI RAZA ABAD,31.43371797,74.25233178
24932,22145,School,SCH,SCH22145,GPS ALI RAZA ABAD,31.43274575,74.23566059
24933,22146,School,SCH,SCH22146,GPS BARKAT PURA RAIWIND ROAD,31.4506022,74.2461555
24934,22147,School,SCH,SCH22147,GPS KHALIQ ABAD RAIWIND ROAD LAHORE,31.43903231,74.21567252
24935,22148,School,SCH,SCH22148,GPS MC DHANA SINGH WALA,31.47942124,74.29572929
24936,22149,School,SCH,SCH22149,GPS NAWAZISH ABAD RAIWIND ROAD,31.4311466,74.2103258
24937,22150,School,SCH,SCH22150,GPS NEW PUBLIC ISLAMIA TOWNSHIP,31.4616914,74.3063873
24938,22151,School,SCH,SCH22151,GPS SATTO KATLA LAHORE,31.42676577,74.27287943
24939,22152,School,SCH,SCH22152,GPS SECTOR 5 A-II TOWNSHIP,31.4499266,74.3187047
24940,22153,School,SCH,SCH22153,GPS TEHAIT,31.4306491,74.3242893
24941,22154,School,SCH,SCH22154,GGES JANJATTAY,31.35905269,74.24181358
24942,22155,School,SCH,SCH22155,GGES KHANA NEPAL,31.33169755,74.2513982
24943,22156,School,SCH,SCH22156,GGES SHER SHAH COLONY RAIWIND ROAD,31.41228964,74.22425408
24944,22157,School,SCH,SCH22157,GGPS ALI GARH,31.4506219,74.2458105
24945,22158,School,SCH,SCH22158,GGPS ALI PUR,31.43840563,74.24079794
24946,22159,School,SCH,SCH22159,GGPS HADYATA ABAD,31.42306839,74.21357017
24947,22160,School,SCH,SCH22160,GGPS HUSSAIN ABAD,31.43433199,74.22091682
24948,22161,School,SCH,SCH22161,GGPS MOHAMMAD PURA RAIWIND,31.4447335,74.2517891
24949,22162,School,SCH,SCH22162,GGPS MUSALA,31.4138418,74.19453168
24950,22163,School,SCH,SCH22163,GGPS NAI ABADI JHUGGIAN RAIWIND ROAD,31.4179807,74.24531755
24951,22164,School,SCH,SCH22164,GGPS NASIR GUNJ,31.42539608,74.2009456
24952,22165,School,SCH,SCH22165,GGPS NAWAZISH ABAD,31.4306443,74.2119042
24953,22166,School,SCH,SCH22166,GGPS QILA ZULFIQAR,31.42549792,74.24194182
24954,22167,School,SCH,SCH22167,GPS MODEL AMIR PUR JHUGGIAN,31.40753894,74.24788141
24955,22168,School,SCH,SCH22168,GPS MODEL HYDERABAD,31.4174966,74.20642912
24956,22169,School,SCH,SCH22169,GES BADOOKI SANI,31.3226852,74.1825955
24957,22170,School,SCH,SCH22170,GES CENTRE MAL,31.31337429,74.15822187
24958,22171,School,SCH,SCH22171,GES JALYANA NIAZBAIG LAHORE,31.39135872,74.19568193
24959,22172,School,SCH,SCH22172,GES SHADAB COLONY CHUNG LAHORE,31.4266851,74.1744413
24960,22173,School,SCH,SCH22173,GPS ASAL LAKHOWAL,31.35699292,74.20832
24961,22174,School,SCH,SCH22174,GPS BHOBATTIAN,31.40111446,74.23032333
24962,22175,School,SCH,SCH22175,GPS FATAH SINGH WALA,31.38226222,74.20277755
24963,22176,School,SCH,SCH22176,GPS JANJATTY,31.35892399,74.24251238
24964,22177,School,SCH,SCH22177,GPS KHIZAR ABAD,31.4035764,74.1992059
24965,22178,School,SCH,SCH22178,GPS MEHDI PUR NAWAZISH ABAD,31.4305082,74.1979945
24966,22179,School,SCH,SCH22179,GPS NAI ABADI JHUGIAN AMEERPUR RAIWIND ROAD,31.41804578,74.24509937
24967,22180,School,SCH,SCH22180,GPS SHER SHAH COLONY B-BLOCK,31.41148845,74.22090056
24968,22181,School,SCH,SCH22181,GPS SHER SHAH COLONY LAHORE,31.409018,74.2247064
24969,22182,School,SCH,SCH22182,GPS TAROGILL,31.36315065,74.20575798
24970,22183,School,SCH,SCH22183,GGES JHUGIAN BAJA SINGH,31.3843609,74.1457291
24971,22184,School,SCH,SCH22184,GGES MARAKA QUARTER,31.39377296,74.15162447
24972,22185,School,SCH,SCH22185,GGES MOHLANWAL KALAN,31.41109304,74.1422442
24973,22186,School,SCH,SCH22186,GGPS BATH KALAN MULTAN ROAD,31.33627022,74.08421553
24974,22187,School,SCH,SCH22187,GGPS CHAH TAMOLI,31.30719448,74.10025916
24975,22188,School,SCH,SCH22188,GGPS JHUGIAN LODHRAY,31.34595023,74.08960761
24976,22189,School,SCH,SCH22189,GGPS KANGA DA DERA,31.38789168,74.13894701
24977,22190,School,SCH,SCH22190,GGPS KHURD PUR,31.39158822,74.09744519
24978,22191,School,SCH,SCH22191,GGPS MANGA MORE,31.30130666,74.06602671
24979,22192,School,SCH,SCH22192,GGPS MANOWAL LAHORE,31.43925074,74.17701962
24980,22193,School,SCH,SCH22193,GGPS MOHLAN WAL KHURD,31.41462211,74.16224862
24981,22194,School,SCH,SCH22194,GGPS NAWAN QILA,31.30781667,74.05930191
24982,22195,School,SCH,SCH22195,GGPS QILA SHER SING,31.3072818,74.0559992
24983,22196,School,SCH,SCH22196,GGPS QILA TARAR,31.30367182,74.05074743
24984,22197,School,SCH,SCH22197,GGPS RANGEEL PUR MULTAN ROAD,31.3648365,74.10580949
24985,22198,School,SCH,SCH22198,GES BATH MULTAN ROAD,31.32706332,74.08707686
24986,22199,School,SCH,SCH22199,GES KAMAS,31.29890608,74.13445347
24987,22200,School,SCH,SCH22200,GES MANGA VILLAGE,31.30720899,74.05063662
24988,22201,School,SCH,SCH22201,GES TALAB SARAY,31.26807706,74.10169867
24989,22202,School,SCH,SCH22202,GPS CHAH SADDAY WALA,31.27460766,74.1027936
24990,22203,School,SCH,SCH22203,GPS CHAH TAMBULI,31.30716146,74.1005185
24991,22204,School,SCH,SCH22204,GPS JIA KA TIBBA,31.2946171,74.1072412
24992,22205,School,SCH,SCH22205,GPS KHALID ABAD,31.2977548,74.0708249
24993,22206,School,SCH,SCH22206,GPS KHAMBANA WALA,31.28370982,74.09283942
24994,22207,School,SCH,SCH22207,GPS MANAGA QILA SHER SINGH,31.31060248,74.05538723
24995,22208,School,SCH,SCH22208,GPS MANGA MANDI,31.3012481,74.0659501
24996,22209,School,SCH,SCH22209,GPS NAHLA,31.27243146,74.17223884
24997,22210,School,SCH,SCH22210,GPS QILA NAWAN,31.30804789,74.05894283
24998,22211,School,SCH,SCH22211,GPS SAMADH,31.31611899,74.07948042
24999,22212,School,SCH,SCH22212,GPS WARA KUMHARAN,31.26635995,74.15316364
25000,22213,School,SCH,SCH22213,GES DHONDAY,31.2898795,74.2570014
25001,22214,School,SCH,SCH22214,GES KARYAL,31.30985695,74.26154525
25002,22215,School,SCH,SCH22215,GES PAJIAN,31.2985172,74.2249038
25003,22216,School,SCH,SCH22216,GES WATNA,31.2827862,74.2899425
25004,22217,School,SCH,SCH22217,GPS ARRYIAN,31.33816671,74.23342673
25005,22218,School,SCH,SCH22218,GPS CDG JIA BAGGA,31.32761586,74.29179805
25006,22219,School,SCH,SCH22219,GPS CHAH KHOKHRAN,31.31296706,74.32231681
25007,22220,School,SCH,SCH22220,GPS DERA AFGHANA,31.34549333,74.26843073
25008,22221,School,SCH,SCH22221,GPS GHANG SHARIF,31.33135394,74.32190929
25009,22222,School,SCH,SCH22222,GPS HAVELI HARI KHAN,31.27889961,74.23996084
25010,22223,School,SCH,SCH22223,GPS JIA,31.32448681,74.29586126
25011,22224,School,SCH,SCH22224,GPS KAHNA NIPAL,31.33309842,74.25220236
25012,22225,School,SCH,SCH22225,GPS KINGRA,31.30681281,74.26365917
25013,22226,School,SCH,SCH22226,GPS TIBBA PAJIAN,31.30885498,74.22625626
25014,22227,School,SCH,SCH22227,GGES GHANG SHARIF,31.33105156,74.31897864
25015,22228,School,SCH,SCH22228,GGES JALAL PURA,31.25496852,74.24113205
25016,22229,School,SCH,SCH22229,GGES LUDHE KAY UCCHAY,31.2784609,74.31816258
25017,22230,School,SCH,SCH22230,GGES RASOOL PURA,31.35820042,74.28540979
25018,22231,School,SCH,SCH22231,GGPS ASAL KUNDAL,31.35718927,74.20813568
25019,22232,School,SCH,SCH22232,GGPS BHATTA RAIWIND ROAD,31.38421257,74.22972696
25020,22233,School,SCH,SCH22233,GGPS DHONDAY,31.28849986,74.254369
25021,22234,School,SCH,SCH22234,GGPS HASSAN DA KOT,31.41089028,74.23203559
25022,22235,School,SCH,SCH22235,GGPS HAVELI JANJATAY,31.36318317,74.24554051
25023,22236,School,SCH,SCH22236,GGPS JODHO DHEER,31.27062315,74.24580814
25024,22237,School,SCH,SCH22237,GGPS KARYAL,31.31059112,74.25771246
25025,22238,School,SCH,SCH22238,GGPS MODEL CHAK BOOTA,31.3045603,74.3324393
25026,22239,School,SCH,SCH22239,GGPS RAKH RAI,31.34670539,74.2415125
25027,22240,School,SCH,SCH22240,GPS MODEL RAKH JODHO DHEER,31.26602417,74.23622469
25028,22241,School,SCH,SCH22241,GGES MANAK,31.3029856,74.2008324
25029,22242,School,SCH,SCH22242,GGES SARWAR HAYAT COLONY LAHORE,31.25241816,74.2194432
25030,22243,School,SCH,SCH22243,GGES TALAB SARAI,31.271341,74.1014089
25031,22244,School,SCH,SCH22244,GGPS BASTI AMIN PURA RAIWIND,31.24831443,74.2220522
25032,22245,School,SCH,SCH22245,GGPS BASTI SALAMAT PURA,31.25190196,74.18685738
25033,22246,School,SCH,SCH22246,GGPS BHAI KOT,31.2917386,74.1887841
25034,22247,School,SCH,SCH22247,GGPS JAMALPURA RAIWIND,31.28024105,74.23026541
25035,22248,School,SCH,SCH22248,GGPS KMASS,31.29925909,74.13484113
25036,22249,School,SCH,SCH22249,GGPS KOT JAHAN KHAN,31.28401362,74.11113024
25037,22250,School,SCH,SCH22250,GGPS KOT SARDAR HAKIM ALI,31.21757113,74.19522386
25038,22251,School,SCH,SCH22251,GGPS MAL LAHORE,31.3300476,74.1504973
25039,22252,School,SCH,SCH22252,GGPS NAHALA RAIWIND,31.27175919,74.17350266
25040,22253,School,SCH,SCH22253,GGPS PAJIAN,31.30128549,74.22231099
25041,22254,School,SCH,SCH22254,GGPS WARA KUMHARAN,31.2600335,74.1515308
25042,22255,School,SCH,SCH22255,GES BABLIANA UTTAR,31.23008885,74.20207154
25043,22256,School,SCH,SCH22256,GES JALAL PURA,31.2570804,74.2381167
25044,22257,School,SCH,SCH22257,GES MC BASTI AMIN PURA RAIWIND,31.24307693,74.22711912
25045,22258,School,SCH,SCH22258,GES MC MAZAR BABA REHMAT SHAH,31.2437858,74.2095971
25046,22259,School,SCH,SCH22259,GES RAIWIND TOWN,31.24783158,74.21732962
25047,22260,School,SCH,SCH22260,GPS HAKIMAN WALA RAIWIND,31.24520323,74.20449171
25048,22261,School,SCH,SCH22261,GPS HAVELI SOHAN SOHAN SING,31.21123001,74.18397497
25049,22262,School,SCH,SCH22262,GPS JAMAL PURA,31.28089237,74.23314954
25050,22263,School,SCH,SCH22263,GPS JINNAH ABADI (OLD CHAH JAWANA),31.2394474,74.21294698
25051,22264,School,SCH,SCH22264,GPS KOT HABIB AHMAD KHAN,31.21456683,74.17632937
25052,22265,School,SCH,SCH22265,GPS KOT SHADI RAIWIND,31.26012566,74.22029514
25053,22266,School,SCH,SCH22266,GPS LADHEKE NEVEN,31.26868324,74.32196083
25054,22267,School,SCH,SCH22267,GPS MAHMOOD NAGAR,31.23277685,74.1944575
25055,22268,School,SCH,SCH22268,GPS RAIWIND VILLAGE,31.25518075,74.2180902
25056,22269,School,SCH,SCH22269,GPS SALAMAT PURA RAIWIND,31.25879151,74.22503091
25057,22270,School,SCH,SCH22270,GGHS ALI RAZA ABAD LAHORE,31.4330816,74.2308445
25058,22271,School,SCH,SCH22271,GGHS ARRAYIAN,31.33521121,74.23487336
25059,22272,School,SCH,SCH22272,GGHS BABLIANA,31.22503654,74.19754104
25060,22273,School,SCH,SCH22273,GGHS BHOBTIAN,31.40038616,74.22630128
25061,22274,School,SCH,SCH22274,GGHS BHUCHOKEY MAJHA,31.2214793,74.1702381
25062,22275,School,SCH,SCH22275,GGHS JIA BAGGA RAIWIND ROAD,31.32964273,74.2931892
25063,22276,School,SCH,SCH22276,GGHS LADHE KAY NEEVAN,31.26961112,74.31397716
25064,22277,School,SCH,SCH22277,GGHS MANDI RAIWIND,31.24736612,74.21810837
25065,22278,School,SCH,SCH22278,GGHS MODEL CANAL VIEW,31.4790069,74.2525161
25066,22279,School,SCH,SCH22279,GGHS SADHOKEY LAHORE CITY,31.39312421,74.27664542
