id,DataID,ClassName,datatype,uniqueid,name,latitude,longitude
14052,11265,School,SCH,SCH11265,GPS 633 GB E,31.21865785,73.49948119
14053,11266,School,SCH,SCH11266,GPS 633 GB W,31.2160315,73.49001994
14054,11267,School,SCH,SCH11267,GPS 650/1 GB,31.33003927,73.52075505
14055,11268,School,SCH,SCH11268,GPS 651/2 GB,31.2969292,73.50361648
14056,11269,School,SCH,SCH11269,GPS CHAK 534 GB II,31.35633619,73.50465919
14057,11270,School,SCH,SCH11270,GPS CHAK 648 GB I,31.32846282,73.47400602
14058,11271,School,SCH,SCH11271,GPS CHAK 648 GB II,31.3336604,73.4787036
14059,11272,School,SCH,SCH11272,GPS MOZA JHANGIR,31.21584728,73.51876777
14060,11273,School,SCH,SCH11273,GPS ROSHAN SHANI,31.228515,73.53050917
14061,11274,School,SCH,SCH11274,GES CHAK 563 GB,31.40602148,73.62919282
14062,11275,School,SCH,SCH11275,GPS 559 GB II,31.46105647,73.64898562
14063,11276,School,SCH,SCH11276,GPS 560 GB W,31.43799767,73.61687991
14064,11277,School,SCH,SCH11277,GPS 562 GB II,31.42727548,73.63827387
14065,11278,School,SCH,SCH11278,GPS 563 GB E,31.40920401,73.63617539
14066,11279,School,SCH,SCH11279,GPS 563 GB II WEST,31.40449941,73.60822678
14067,11280,School,SCH,SCH11280,GPS 565 GB E,31.40783072,73.65537465
14068,11281,School,SCH,SCH11281,GPS 565 GB W,31.39322494,73.64409398
14069,11282,School,SCH,SCH11282,GPS 567 GB II,31.35748316,73.62060894
14070,11283,School,SCH,SCH11283,GPS CHAK 571 GB P/O CHAK 565 GB,31.38851845,73.66163857
14071,11284,School,SCH,SCH11284,GPS CHAK 591 GB II,31.43342972,73.58696759
14072,11285,School,SCH,SCH11285,GGCMS CHAK 167 GB SAMUNDRI,31.17423407,73.08950713
14073,11286,School,SCH,SCH11286,GGCMS CHAK 176 GB SAMUNDRI,31.10977722,73.10288005
14074,11287,School,SCH,SCH11287,GGCMS CHAK 387 GB I SAMUNDRI,31.13423202,73.01801662
14075,11288,School,SCH,SCH11288,GGES CHAK 165 GB EAST SAMUNDARI,31.1599797,73.11405734
14076,11289,School,SCH,SCH11289,GGES CHAK 171 GB SAMUNDRI,31.14482641,73.16538966
14077,11290,School,SCH,SCH11290,GGES CHAK 439 GB I SAMUNDRI,31.08782781,73.03922566
14078,11291,School,SCH,SCH11291,GGES CHAK 440 GB SAMUNDRI,31.06563616,73.04543381
14079,11292,School,SCH,SCH11292,GGES CHAK NO 177 GB,31.09125055,73.08796406
14080,11293,School,SCH,SCH11293,GGES CHAK NO 413 GB,31.06042027,73.07159722
14081,11294,School,SCH,SCH11294,GGES CHAK NO 438 GB,31.11238664,73.05581014
14082,11295,School,SCH,SCH11295,GGES CHAK NO. 166 GB,31.13686769,73.07220694
14083,11296,School,SCH,SCH11296,GGES CHAK NO. 174 GB I,31.12542512,73.10720754
14084,11297,School,SCH,SCH11297,GGPS 172/GB II,31.14761439,73.13144676
14085,11298,School,SCH,SCH11298,GGPS CHAK 168 GB SAMUNDRI,31.15876727,73.07160827
14086,11299,School,SCH,SCH11299,GGPS CHAK 173 GB SAMUNDRI,31.13369057,73.13221287
14087,11300,School,SCH,SCH11300,GGPS CHAK 174 GB III SAMUNDRI,31.14144399,73.11122638
14088,11301,School,SCH,SCH11301,GGPS CHAK 386 GB SAMUNDRI,31.12963666,73.03102713
14089,11302,School,SCH,SCH11302,GGPS CHAK 387 GB II SAMUNDRI,31.12288819,72.98378343
14090,11303,School,SCH,SCH11303,GES CHAK 166 GB,31.134533,73.07077502
14091,11304,School,SCH,SCH11304,GES CHAK 413 GB SAMUNDRI,31.06152148,73.0722336
14092,11305,School,SCH,SCH11305,GES CHAK NO.167/GB,31.17430151,73.0896914
14093,11306,School,SCH,SCH11306,GES CHAK NO.171/GB,31.14454508,73.16240609
14094,11307,School,SCH,SCH11307,GES CHAK NO.176/GB,31.11119066,73.10481179
14095,11308,School,SCH,SCH11308,GPS CHAK 165 GB WEST SAMUNDRI,31.15280672,73.09234651
14096,11309,School,SCH,SCH11309,GPS CHAK 169 GB NORTH,31.16853241,73.05634592
14097,11310,School,SCH,SCH11310,GPS CHAK 173 GB SAMUNDRI,31.13001924,73.12972945
14098,11311,School,SCH,SCH11311,GPS CHAK 175 GB SAMUNDRI,31.12349518,73.09173698
14099,11312,School,SCH,SCH11312,GPS CHAK 385 GB SAMUNDRI,31.12560868,73.05347621
14100,11313,School,SCH,SCH11313,GPS CHAK 417 GB I SAMUNDRI,31.07253709,73.08051097
14101,11314,School,SCH,SCH11314,GPS CHAK 437 GB KAROOL SAMUNDRI,31.09068483,73.05662939
14102,11315,School,SCH,SCH11315,GPS CHAK 437 GB N PUR SAMUNDRI,31.11353868,73.07277546
14103,11316,School,SCH,SCH11316,GPS CHAK 461 GB SAMUNDRI,31.10855445,73.02984916
14104,11317,School,SCH,SCH11317,GPS CHAK 463 GB II SAMUNDRI,31.06948241,73.00198241
14105,11318,School,SCH,SCH11318,GGCMES 484/GB MAMUNKANJAN,30.92704475,72.88535535
14106,11319,School,SCH,SCH11319,GGCMS CHAK 196 GB III SANDOORI,30.88488799,72.73158063
14107,11320,School,SCH,SCH11320,GGCMS CHAK 205 GB MAMUNKANJAN,30.95915373,72.77617147
14108,11321,School,SCH,SCH11321,GGCMS CHAK 211 GB MAMUNKANJAN,30.97981351,72.83059034
14109,11322,School,SCH,SCH11322,GGCMS CHAK 481 GB MAMUNKANJAN,30.95374585,72.90404462
14110,11323,School,SCH,SCH11323,GGES 212/GB,30.97204647,72.84179011
14111,11324,School,SCH,SCH11324,GGES CHAK 192/1 GB SAMUNDRI,30.87458719,72.686413
14112,11325,School,SCH,SCH11325,GGES CHAK 486 GB MAMUNKAJAN,30.90892292,72.89094092
14113,11326,School,SCH,SCH11326,GGES CHAK 488 GB NORTH MAMUN KANJAN,30.9095389,72.84438994
14114,11327,School,SCH,SCH11327,GGES CHAK 488 GB SOUTH MAMUNKANJAN,30.89736701,72.84955054
14115,11328,School,SCH,SCH11328,GGES CHAK NO.198/GB,30.92353088,72.73371866
14116,11329,School,SCH,SCH11329,GGES CHAK NO.200/GB,30.9135093,72.77678976
14117,11330,School,SCH,SCH11330,GGES CHAK NO.202/GB,30.92682206,72.8043448
14118,11331,School,SCH,SCH11331,GGPS CHAK 193 II SAMNDRI,30.85330544,72.72567814
14119,11332,School,SCH,SCH11332,GGPS CHAK 203 GB IV MAMUNKANJAN,30.94565392,72.82952785
14120,11333,School,SCH,SCH11333,GGPS CHAK 209 GB SAMUNDRI,30.98544459,72.79833341
14121,11334,School,SCH,SCH11334,GGPS CHAK 495 GB MAMUNKANJAN,30.87521911,72.85371602
14122,11335,School,SCH,SCH11335,GGPS CHAK MUREED WALA 19 SAMUNDRI,30.89392708,72.71961196
14123,11336,School,SCH,SCH11336,GES 203/GB,30.93068585,72.83897132
14124,11337,School,SCH,SCH11337,GES 212/GB,30.96482635,72.84031034
14125,11338,School,SCH,SCH11338,GES 487/GB,30.8966956,72.87562354
14126,11339,School,SCH,SCH11339,GES CHAK NO.486/GB,30.91094613,72.89139032
14127,11340,School,SCH,SCH11340,GPS 211 GB,30.97864656,72.82958768
14128,11341,School,SCH,SCH11341,GPS 213 GB I,30.99180937,72.84703195
14129,11342,School,SCH,SCH11342,GPS 214 GB,31.01089091,72.82671144
14130,11343,School,SCH,SCH11343,GPS 216 GB I,31.03677483,72.82910409
14131,11344,School,SCH,SCH11344,GPS 216 GB II,31.02468252,72.83486009
14132,11345,School,SCH,SCH11345,GPS 217 GB,31.01393223,72.85878003
14133,11346,School,SCH,SCH11346,GPS 476 GB,30.97810795,72.86963374
14134,11347,School,SCH,SCH11347,GPS 488 GB N,30.94144361,72.83129625
14135,11348,School,SCH,SCH11348,GPS 488 GB S,30.89634418,72.84855008
14136,11349,School,SCH,SCH11349,GPS CHAK 219 GB SAMUNDRI,31.04607536,72.88838052
14137,11350,School,SCH,SCH11350,GES 196/GB,30.88261664,72.74262428
14138,11351,School,SCH,SCH11351,GES 205/GB,30.95981321,72.78324817
14139,11352,School,SCH,SCH11352,GES 208/GB,30.99007679,72.76153772
14140,11353,School,SCH,SCH11353,GES CHAK 200/GB,30.91735661,72.77527213
14141,11354,School,SCH,SCH11354,GPS 192 GB KOTLA,30.87407721,72.68699216
14142,11355,School,SCH,SCH11355,GPS 192 GB OJLA,30.89552956,72.70763199
14143,11356,School,SCH,SCH11356,GPS 193 GB S,30.8508769,72.7252487
14144,11357,School,SCH,SCH11357,GPS 195 GB I,30.89241207,72.72153139
14145,11358,School,SCH,SCH11358,GPS 197 GB,30.91083976,72.72284102
14146,11359,School,SCH,SCH11359,GPS 198 GB,30.92306562,72.73393174
14147,11360,School,SCH,SCH11360,GPS 201 GB,30.92764495,72.77356582
14148,11361,School,SCH,SCH11361,GPS 202 GB,30.9252584,72.80935764
14149,11362,School,SCH,SCH11362,GPS 204 GB,30.95002055,72.80421317
14150,11363,School,SCH,SCH11363,GPS 206 GB,30.94727443,72.75712509
14151,11364,School,SCH,SCH11364,GPS 207 GB,30.98106168,72.77006031
14152,11365,School,SCH,SCH11365,GPS 209 GB,30.98608553,72.79479325
14153,11366,School,SCH,SCH11366,GGCMES CHAK 41 GB SAMUNDRI,31.11940901,72.82511918
14154,11367,School,SCH,SCH11367,GGCMS CHAK 222 GB SAMUNDRI,31.06407228,72.82750854
14155,11368,School,SCH,SCH11368,GGCMS CHAK 48 GB I SAMUNDRI,31.09152317,72.76459694
14156,11369,School,SCH,SCH11369,GGES CHAK 42 GB I SAMUNDRI,31.13614324,72.83025186
14157,11370,School,SCH,SCH11370,GGES CHAK 47 GB SAMUNDRI,31.11296074,72.77716879
14158,11371,School,SCH,SCH11371,GGES CHAK 52 GB SAMUNDRI,31.12153709,72.86910653
14159,11372,School,SCH,SCH11372,GGES CHAK NO 219 GB,31.04895615,72.88345968
14160,11373,School,SCH,SCH11373,GGES CHAK NO 220 GB,31.07179012,72.85886856
14161,11374,School,SCH,SCH11374,GGES CHAK NO 48 GB II,31.0901541,72.76680348
14162,11375,School,SCH,SCH11375,GGES CHAK NO 51 GB ST DOMENIC,31.11739123,72.88415938
14163,11376,School,SCH,SCH11376,GGPS CHAK 215 GB MAMUNKANJAN,31.02169098,72.80699803
14164,11377,School,SCH,SCH11377,GGPS CHAK 216 GB I MAMUNKANJAN,31.03530701,72.83410197
14165,11378,School,SCH,SCH11378,GGPS CHAK 224 GB SAMUNDRI,31.07111212,72.78848094
14166,11379,School,SCH,SCH11379,GGPS CHAK 225 GB SAMUNDRI,31.08047828,72.80546868
14167,11380,School,SCH,SCH11380,GGPS CHAK 228 GB SAMUNDRI,31.0909452,72.86903884
14168,11381,School,SCH,SCH11381,GGPS CHAK 43 GB SAMUNDRI,31.12778101,72.7988541
14169,11382,School,SCH,SCH11382,GGPS CHAK 46 GB SAMUNDRI,31.12025032,72.77603685
14170,11383,School,SCH,SCH11383,GGPS CHAK 53 GB BANGLA TARKHANI SAMUNDRI,31.11416659,72.84586068
14171,11384,School,SCH,SCH11384,GPS CHAK 221 GB SAMUNDRI,31.04749152,72.85391699
14172,11385,School,SCH,SCH11385,GPS CHAK 224 GB SAMUNDRI,31.07192665,72.79061118
14173,11386,School,SCH,SCH11386,GPS CHAK 41 GB SAMUNDRI,31.11688561,72.8355413
14174,11387,School,SCH,SCH11387,GPS CHAK 44 GB SAMUNDRI,31.14186409,72.79035967
14175,11388,School,SCH,SCH11388,GPS CHAK 46 GB SAMUNDRI,31.12236818,72.77415256
14176,11389,School,SCH,SCH11389,GPS CHAK 47 GB III SAMUNDARI,31.11421139,72.77579204
14177,11390,School,SCH,SCH11390,GPS CHAK 47 GB SAMUNDRI,31.11914156,72.76466533
14178,11391,School,SCH,SCH11391,GPS CHAK 48 GB I SAMUNDRI,31.08996707,72.76635087
14179,11392,School,SCH,SCH11392,GPS CHAK 48 GB II SAMUNDRI,31.0979382,72.78732034
14180,11393,School,SCH,SCH11393,GPS CHAK 49 GB SAMUNDRI,31.07320019,72.73567429
14181,11394,School,SCH,SCH11394,GGCMS CHAK 528 GB MANOPUR,31.16479797,72.92255441
14182,11395,School,SCH,SCH11395,GGES 462 GB,31.09722426,73.03080121
14183,11396,School,SCH,SCH11396,GGES 531 GB TEHSIL SAMUNDARI FSD,31.13863753,72.85574344
14184,11397,School,SCH,SCH11397,GGES CHAK 135 GB SAMUNDRI,31.13830124,72.93377129
14185,11398,School,SCH,SCH11398,GGES CHAK 463 GB II SAMUNDRI WEST,31.07064398,72.99774763
14186,11399,School,SCH,SCH11399,GGES CHAK 464 GB SAMUNDRI,31.08941879,73.00225454
14187,11400,School,SCH,SCH11400,GGES CHAK 466 GB SAMUNDRI,31.06659806,72.98475289
14188,11401,School,SCH,SCH11401,GGES CHAK 529 GB SAMUNDRI,31.15297813,72.89156319
14189,11402,School,SCH,SCH11402,GGPS CHAK 136 GB QUAID AZAM COLONY SAMUNDRI,31.14263341,72.97294235
14190,11403,School,SCH,SCH11403,GGPS CHAK 138 GB I SAMUNDRI,31.10397398,72.90759087
14191,11404,School,SCH,SCH11404,GGPS CHAK 372 GB SAMUNDRI,31.15194856,72.98672993
14192,11405,School,SCH,SCH11405,GGPS CHAK 373 GB II SAMUNDRI,31.12779619,72.97284788
14193,11406,School,SCH,SCH11406,GGPS CHAK 373 GB KARAM SAR SAMUNDRI,31.13440946,72.99232487
14194,11407,School,SCH,SCH11407,GGPS CHAK 390 GB II SAMUNDRI,31.10011579,72.96692188
14195,11408,School,SCH,SCH11408,GGPS CHAK 42 GB II SAMUNDRI,31.12917975,72.83722217
14196,11409,School,SCH,SCH11409,GGPS CHAK 528 GB SAMUNDRI,31.16063687,72.94588661
14197,11410,School,SCH,SCH11410,GPS 389 GB SAMUNDARI FSD,31.106441,72.95590128
14198,11411,School,SCH,SCH11411,GPS 465 GB,31.10057831,72.97898054
14199,11412,School,SCH,SCH11412,GPS 467 GB,31.07726147,72.96735254
14200,11413,School,SCH,SCH11413,GPS 528 GB I,31.16113163,72.94571569
14201,11414,School,SCH,SCH11414,GPS CHAK 134 GB SAMUNDRI,31.14776373,72.92955279
14202,11415,School,SCH,SCH11415,GPS CHAK 136 GB I SAMUNDRI,31.13553076,72.96295494
14203,11416,School,SCH,SCH11416,GPS CHAK 136 GB II SAMUNDRI,31.12325155,72.95029941
14204,11417,School,SCH,SCH11417,GPS CHAK 373 GB I SAMUNDRI,31.13787749,72.9931576
14205,11418,School,SCH,SCH11418,GPS CHAK 50 GB SAMUNDRI,31.13374187,72.91066248
14206,11419,School,SCH,SCH11419,GPS CHAK 531 GB SAMUNDRI,31.1374223,72.85708378
14207,11420,School,SCH,SCH11420,GGCMPS 477 GB GHARBI MAMUN KANNJAN,30.96142707,72.86506721
14208,11421,School,SCH,SCH11421,GGCMS CHAK 474 GB MAMUNKANJAN,31.01642668,72.89874494
14209,11422,School,SCH,SCH11422,GGES 218/GB,31.03502056,72.87304763
14210,11423,School,SCH,SCH11423,GGES 473/GB,31.00291681,72.90952635
14211,11424,School,SCH,SCH11424,GGES 480/GB,30.97186184,72.93867559
14212,11425,School,SCH,SCH11425,GGES CHAK 138 GB II SAMUNDRI,31.08745158,72.89235055
14213,11426,School,SCH,SCH11426,GGES CHAK 139 GB I,31.0771519,72.92246792
14214,11427,School,SCH,SCH11427,GGES CHAK 473 GB BEJA,31.01682694,72.93270948
14215,11428,School,SCH,SCH11428,GGES CHAK 50 GB SAMUNDRI,31.13383234,72.91023552
14216,11429,School,SCH,SCH11429,GGES CHAK NO 137 GB,31.10075985,72.93402778
14217,11430,School,SCH,SCH11430,GGES CHAK NO 142 GB,31.06416991,72.88790851
14218,11431,School,SCH,SCH11431,GGES CHAK NO.217/GB,31.01497585,72.85762409
14219,11432,School,SCH,SCH11432,GGES CHAK NO.482/GB,30.93885483,72.86157058
14220,11433,School,SCH,SCH11433,GGES NO 5 ASHRAF ABAD SAMUNDRI,31.05736792,72.96886325
14221,11434,School,SCH,SCH11434,GGES QASIM ROAD NO 2 SAMUNDRI,31.0613241,72.96299128
14222,11435,School,SCH,SCH11435,GGPS CHAK 139 GB II HASHMAT PURA SAMUNDRI,31.07818957,72.90887279
14223,11436,School,SCH,SCH11436,GGPS CHAK 221 GB SAMUNDRI,31.04830025,72.84922332
14224,11437,School,SCH,SCH11437,GGPS CHAK 477 GB EAST MAMUNKANJAN,30.96874935,72.87373689
14225,11438,School,SCH,SCH11438,GGPS CHAK NO 476 GB,30.98632145,72.86784883
14226,11439,School,SCH,SCH11439,GGPS HOUSING COLONY 1 SAMUNDRI,31.06283253,72.96659495
14227,11440,School,SCH,SCH11440,GGPS QASIM ROAD NO. 1 SAMUNDRI,31.06522661,72.96538167
14228,11441,School,SCH,SCH11441,GGPS ZAM ZAM COLONY SAMUNDRI,31.05627326,72.96291809
14229,11442,School,SCH,SCH11442,GES 474 GB,31.01394296,72.89681375
14230,11443,School,SCH,SCH11443,GES CHAK NO.482/GB,30.93811493,72.86810295
14231,11444,School,SCH,SCH11444,GPS 466 GB,31.06401598,72.97875334
14232,11445,School,SCH,SCH11445,GPS 473 GB E,31.01631403,72.92851857
14233,11446,School,SCH,SCH11446,GPS 484 GB,30.92751592,72.88387029
14234,11447,School,SCH,SCH11447,GPS ASHRAF ABAD SAMUNDRI,31.06055918,72.97114896
14235,11448,School,SCH,SCH11448,GPS ASLAM SAMUNDRI,31.06363597,72.9596387
14236,11449,School,SCH,SCH11449,GPS CHAK 139 GB SAMUNDRI,31.07830941,72.92267234
14237,11450,School,SCH,SCH11450,GPS CHAK 141 GB SAMUNDRI,31.06783447,72.88233955
14238,11451,School,SCH,SCH11451,GPS CHAK 142 GB SAMUNDRI,31.06138953,72.88885437
14239,11452,School,SCH,SCH11452,GPS FACTIRY AREA,31.06972088,72.96664721
14240,11453,School,SCH,SCH11453,GPS NAI SAMUNDRI,31.07000869,72.93695401
14241,11454,School,SCH,SCH11454,GGCMS CHAK 470 GB SAMUNDRI,31.03993851,72.95242211
14242,11455,School,SCH,SCH11455,GGCMS CHAK 471 GB SAMUNDRI,31.04284265,72.97695393
14243,11456,School,SCH,SCH11456,GGES CHAK 140 GB SAMUNDRI,31.06485284,72.92028221
14244,11457,School,SCH,SCH11457,GGES CHAK 390 GB I SAMUNDRI,31.09025144,72.95660862
14245,11458,School,SCH,SCH11458,GGES CHAK 441 GB II SAMUNDRI SOUTH,31.02843225,73.03377271
14246,11459,School,SCH,SCH11459,GGES CHAK 468 GB SAMUNDRI,31.05184257,72.94304967
14247,11460,School,SCH,SCH11460,GGES CHAK 472 GB SAMUNDRI,31.00665081,72.94628704
14248,11461,School,SCH,SCH11461,GGES CHAK NO 442 GB,31.05050308,73.00133982
14249,11462,School,SCH,SCH11462,GGES CHAK NO 445 GB SAMUNDARI,30.99644423,72.95207798
14250,11463,School,SCH,SCH11463,GGES RAJANA ROAD SAMUNDRI,31.05952944,72.95038505
14251,11464,School,SCH,SCH11464,GGES SHOUKAT ABAD SAMUNDARI,31.0568662,72.95661693
14252,11465,School,SCH,SCH11465,GGPS CHAK 143 GB SAMUNDRI,31.05961657,72.90926747
14253,11466,School,SCH,SCH11466,GGPS CHAK 389 GB SAMUNDRI,31.10537681,72.95396199
14254,11467,School,SCH,SCH11467,GGPS CHAK 414 GB SAMUNDRI,31.04563057,73.05193663
14255,11468,School,SCH,SCH11468,GGPS CHAK 441/GB III SAMUNDARI NAI ABADI,31.03808284,73.03197026
14256,11469,School,SCH,SCH11469,GGPS NEW SAMUNDRI,31.0678768,72.94043734
14257,11470,School,SCH,SCH11470,GGPS NO 2 SAMUNDRI,31.06186653,72.9582521
14258,11471,School,SCH,SCH11471,GGPS NO. 3 SAMUNDRI,31.06345435,72.95990277
14259,11472,School,SCH,SCH11472,GGPS POWER LOOM BASTI SAMUNDRI,31.06921775,72.96651404
14260,11473,School,SCH,SCH11473,GES CHAK NO.444/GB,31.02342737,72.99152779
14261,11474,School,SCH,SCH11474,GES SAMUNDRI,31.0632841,72.96205258
14262,11475,School,SCH,SCH11475,GPS CHAK 394 GB SAMUNDRI,31.04574189,73.05226335
14263,11476,School,SCH,SCH11476,GPS CHAK 441 GB BUCHOKEY SAMUNDRI,31.04842114,73.03133123
14264,11477,School,SCH,SCH11477,GPS CHAK 441 GB SADH SAMUNDRI,31.02828469,73.03381294
14265,11478,School,SCH,SCH11478,GPS CHAK 445 GB I SAMUNDARI,30.99349346,72.95526325
14266,11479,School,SCH,SCH11479,GPS CHAK 446 GB SAMUNDRI,30.99245415,72.97539691
14267,11480,School,SCH,SCH11480,GPS CHAK 448 GB I SAMUNDRI,30.97191077,72.96967456
14268,11481,School,SCH,SCH11481,GPS CHAK 468 GB SAMUNDRI,31.05080616,72.94308641
14269,11482,School,SCH,SCH11482,GPS CHAK 470 GB I SAMUNDRI,31.03719234,72.95412719
14270,11483,School,SCH,SCH11483,GPS CHAK 471 GB SAMUNDRI,31.04155251,72.97802605
14271,11484,School,SCH,SCH11484,GPS CHAK NO 445 GB II,31.0132343,72.96701213
14272,11485,School,SCH,SCH11485,GPS 478 GB I,30.97349524,72.89560139
14273,11486,School,SCH,SCH11486,GPS 481 GB,30.95474474,72.90525379
14274,11487,School,SCH,SCH11487,GPS CHAK 137 GB I SAMUNDRI,31.09921092,72.93463555
14275,11488,School,SCH,SCH11488,GPS CHAK 138 GB II SAMUNDRI,31.08427048,72.89540291
14276,11489,School,SCH,SCH11489,GPS CHAK 227 GB EAST SAMUNDRI,31.08046543,72.8342911
14277,11490,School,SCH,SCH11490,GPS CHAK 227 GB WEST SAMUNDRI,31.06383002,72.81390189
14278,11491,School,SCH,SCH11491,GPS CHAK 439 GB I SAMUNDRI,31.08825811,73.04133969
14279,11492,School,SCH,SCH11492,GPS CHAK 439 GB II SAMUNDRI,31.06940106,73.03360127
14280,11493,School,SCH,SCH11493,GPS NO. 2 SAMUNDRI,31.06082261,72.95256078
14281,11494,School,SCH,SCH11494,GPS SHOUKAT ABAD SAMUNDRI,31.0564154,72.95736994
14282,11495,School,SCH,SCH11495,GGHS 214/GB,31.00935638,72.82595515
14283,11496,School,SCH,SCH11496,GGHS 388 GB,31.11335099,73.00141454
14284,11497,School,SCH,SCH11497,GGHS 475/GB,30.99816418,72.88951615
14285,11498,School,SCH,SCH11498,GGHS 479/GB,30.98049581,72.92437077
14286,11499,School,SCH,SCH11499,GGHS 487/GB,30.89651048,72.87464261
14287,11500,School,SCH,SCH11500,GGHS CHAK 465 GB SAMUNDRI,31.10081748,72.98047031
14288,11501,School,SCH,SCH11501,GGHS CHAK NO 134 GB,31.14452899,72.92973518
14289,11502,School,SCH,SCH11502,GGHS CHAK NO 136 GB,31.13662805,72.96182482
14290,11503,School,SCH,SCH11503,GGHS CHAK NO 170 GB,31.14128751,73.19336801
14291,11504,School,SCH,SCH11504,GGHS CHAK NO 174 GB II SOUTH,31.11409522,73.11739611
14292,11505,School,SCH,SCH11505,GGHS CHAK NO 192 GB,30.89476043,72.70679215
14293,11506,School,SCH,SCH11506,GGHS CHAK NO 193 GB N,30.86257023,72.71501688
14294,11507,School,SCH,SCH11507,GGHS CHAK NO 195 GB,30.86924297,72.73683677
14295,11508,School,SCH,SCH11508,GGHS CHAK NO 197 GB,30.91340433,72.72163041
14296,11509,School,SCH,SCH11509,GGHS CHAK NO 203 GB,30.93315333,72.83802712
14297,11510,School,SCH,SCH11510,GGHS CHAK NO 204 GB FSD,30.93892978,72.81223824
14298,11511,School,SCH,SCH11511,GGHS CHAK NO 206 GB,30.9515065,72.75338531
14299,11512,School,SCH,SCH11512,GGHS CHAK NO 223 GB,31.04944468,72.8007102
14300,11513,School,SCH,SCH11513,GGHS CHAK NO 226 GB,31.08982171,72.82513115
14301,11514,School,SCH,SCH11514,GGHS CHAK NO 228 GB,31.09344475,72.875716
14302,11515,School,SCH,SCH11515,GGHS CHAK NO 437 GB I,31.09307885,73.05895329
14303,11516,School,SCH,SCH11516,GGHS CHAK NO 444 GB,31.02545327,72.99552312
14304,11517,School,SCH,SCH11517,GGHS CHAK NO 45 GB FSD,31.1116451,72.80275941
14305,11518,School,SCH,SCH11518,GGHS CHAK NO 463 GB,31.08077694,73.01570179
14306,11519,School,SCH,SCH11519,GGHS CHAK NO 467 GB,31.07568877,72.96789446
14307,11520,School,SCH,SCH11520,GGHS CHAK NO 477 GB W,30.96129167,72.86570906
14308,11521,School,SCH,SCH11521,GGHS CHAK NO 478 GB,30.97338884,72.89621478
14309,11522,School,SCH,SCH11522,GGHS CHAK NO 483 GB,30.91310263,72.8589195
14310,11523,School,SCH,SCH11523,GGHS CHAK NO 485 GB FSD,30.94546207,72.90112671
14311,11524,School,SCH,SCH11524,GGHS CHAK NO. 196 GB,30.87821628,72.74545112
14312,11525,School,SCH,SCH11525,GGHS CHAK NO. 213/GB,30.99091217,72.84713053
14313,11526,School,SCH,SCH11526,GGHS CHAK NO. 443 GB,31.0242623,73.02543787
14314,11527,School,SCH,SCH11527,GGHS CHAK NO. 49 GB,31.07349336,72.73721159
14315,11528,School,SCH,SCH11528,GGHS CHAK NO. 530 GB,31.15585853,72.86558091
14316,11529,School,SCH,SCH11529,GGHS CHAK NO.199/GB,30.9026558,72.75845294
14317,11530,School,SCH,SCH11530,GGHS CHAK NO.208/GB,31.00535989,72.78469741
14318,11531,School,SCH,SCH11531,GGHS NO. 1 SAMUNDRI,31.06523954,72.96042114
14319,11532,School,SCH,SCH11532,GGHS NO. 2 SAMUNDRI,31.0635819,72.95711012
14320,11533,School,SCH,SCH11533,GGHS SHAHID IQBAL (SHAHEED) CHAK NO 172 GB,31.15167783,73.14495598
14321,11534,School,SCH,SCH11534,GGHSS CHAK 218 GB,31.03425801,72.87120938
14322,11535,School,SCH,SCH11535,GGHSS CHAK NO 167 GB,31.17568449,73.09058091
14323,11536,School,SCH,SCH11536,GGHSS CHAK NO 210 GB,30.9757881,72.81547558
14324,11537,School,SCH,SCH11537,GGHSS CHAK NO 221 GB,31.04921401,72.85404325
14325,11538,School,SCH,SCH11538,GGHSS CHAK NO 469 GB,31.02933347,72.92506278
14326,11539,School,SCH,SCH11539,GGHSS CHAK NO. 447 GB SAMUNDRI,30.98507409,72.95855521
14327,11540,School,SCH,SCH11540,GGHSS CHAK NO. 527 GB,31.16130963,72.97520722
14328,11541,School,SCH,SCH11541,GHS CHAK 135 GB PO IFFAT ABAD SAMUNDRI FSD,31.13744867,72.93586123
14329,11542,School,SCH,SCH11542,GHS CHAK 143 GB SAMUNDRI FSD,31.05896015,72.91131819
14330,11543,School,SCH,SCH11543,GHS CHAK 168 GB SAMUNDRI FSD,31.15631989,73.06799935
14331,11544,School,SCH,SCH11544,GHS CHAK 170 GB SAMUNDRI FSD,31.14306829,73.19292017
14332,11545,School,SCH,SCH11545,GHS CHAK 172 GB SAMUNDRI FSD,31.15153793,73.14404622
14333,11546,School,SCH,SCH11546,GHS CHAK 193 GB SHUMALI SAMUNDRI FSD,30.8924067,72.72172987
14334,11547,School,SCH,SCH11547,GHS CHAK 199 GB KHIDARWALA SAMUNDRI FSD,30.90210316,72.75905124
14335,11548,School,SCH,SCH11548,GHS CHAK 206 GB SAMUNDRI FSD,30.95050522,72.76072853
14336,11549,School,SCH,SCH11549,GHS CHAK 210 GB SAMUNDRI FSD,30.96765558,72.81251643
14337,11550,School,SCH,SCH11550,GHS CHAK 215 GB PO SAME SAMUNDRI FSD,31.02071009,72.80773394
14338,11551,School,SCH,SCH11551,GHS CHAK 222 GB SAMUNDRI FSD,31.06252658,72.8293749
14339,11552,School,SCH,SCH11552,GHS CHAK 228 GB SAMUNDRI FSD,31.08801563,72.87266745
